latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.0,73.75,234.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),is_day (),precipitation (mm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h)
2025-01-20T17:30,12.6,61,10.7,0,0.00,989.1,4.8,312,10.8
